fileName,pmID
medline17n0677,21004204
medline17n0677,21004205
medline17n0677,21004206
medline17n0677,21004207
medline17n0677,21004208
medline17n0677,21004209
medline17n0677,21017800
medline17n0677,21017801
medline17n0677,21017802
medline17n0677,21017803
medline17n0677,21017804
medline17n0677,21017805
medline17n0677,21017806
medline17n0677,21017807
medline17n0677,21017808
medline17n0677,21017809
medline17n0677,21017810
medline17n0677,21017811
medline17n0677,21017812
medline17n0677,21017814
medline17n0677,21017813
medline17n0677,21017815
medline17n0677,21017816
medline17n0677,21017817
medline17n0677,21017818
medline17n0677,21017819
medline17n0677,21017820
medline17n0677,21017821
medline17n0677,21017823
medline17n0677,21017822
medline17n0677,21017824
medline17n0677,21017825
medline17n0677,21017826
medline17n0677,21017827
medline17n0677,21017828
medline17n0677,21017829
medline17n0677,21017830
medline17n0677,21017831
medline17n0677,21017832
medline17n0677,21017833
medline17n0740,23087487
medline17n0740,23101031
medline17n0740,23101032
medline17n0696,21643447
medline17n0696,21643531
medline17n0691,21461126
medline17n0691,21475610
medline17n0691,21479149
medline17n0691,21479160
medline17n0697,21666783
medline17n0741,23125944
medline17n0698,21698071
medline17n0766,23936584
medline17n0699,21709819
medline17n0693,21532943
medline17n0694,21552337
medline17n0694,21552424
medline17n0694,21566688
medline17n0694,21572571
medline17n0694,21572917
medline17n0767,23956944
medline17n0743,23175592
medline17n0655,20300444
medline17n0655,20305741
medline17n0768,23976889
medline17n0701,21785672
medline17n0701,21785753
medline17n0768,23991369
medline17n0744,23227442
medline17n0744,23227443
medline17n0744,23227444
medline17n0744,23227445
medline17n0701,21804923
medline17n0768,23997934
medline17n0657,20376300
medline17n0658,20390055
medline17n0702,21808638
medline17n0702,21822400
medline17n0769,24032088
medline17n0659,20431694
medline17n0660,20463849
medline17n0791,24729782
medline17n0791,24741371
medline17n0792,24748696
medline17n0792,24748950
medline17n0792,24748991
medline17n0855,26752798
medline17n0855,26767146
medline17n0855,26778938
medline17n0855,26779383
medline17n0855,26779388
medline17n0771,24072980
medline17n0771,24077984
medline17n0771,24078864
medline17n0771,24083060
medline17n0771,24086795
medline17n0704,21874124
medline17n0856,26798561
medline17n0857,26819651
medline17n0859,26900489
medline17n0859,26903776
medline17n0795,24851184
medline17n0772,24115807
medline17n0860,26925190
medline17n0860,26925300
medline17n0860,26925302
medline17n0860,26929732
medline17n0705,21909477
medline17n0705,21912580
medline17n0705,21927716
medline17n0773,24163825
medline17n0861,26949441
medline17n0861,26949442
medline17n0861,26962385
medline17n0861,26973732
medline17n0861,26973733
medline17n0706,21935356
medline17n0774,24179560
medline17n0774,24187611
medline17n0774,24198866
medline17n0797,24932320
medline17n0707,21980594
medline17n0707,21984879
medline17n0775,24223620
medline17n0775,24224118
medline17n0775,24224182
medline17n0798,24945017
medline17n0798,24967147
medline17n0863,27011783
medline17n0863,27019653
medline17n0863,27019715
medline17n0863,27019765
medline17n0863,27034526
medline17n0863,27034615
medline17n0864,27042170
medline17n0864,27042309
medline17n0864,27057077
medline17n0864,27066296
medline17n0776,24244874
medline17n0776,24255625
medline17n0708,22010038
medline17n0799,24977102
medline17n0865,27069400
medline17n0865,27087793
medline17n0865,27087799
medline17n0865,27087967
medline17n0800,25030775
medline17n0777,24273466
medline17n0777,24288655
medline17n0866,27104046
medline17n0866,27127631
medline17n0709,22049246
medline17n0778,24307919
medline17n0778,24307920
medline17n0778,24308011
medline17n0778,24312695
medline17n0778,24319590
medline17n0867,27148468
medline17n0867,27158191
medline17n0867,27158552
medline17n0867,27158553
medline17n0868,27182281
medline17n0868,27182454
medline17n0802,25089225
medline17n0779,24347747
medline17n0779,24348098
medline17n0779,24350302
medline17n0779,24357890
medline17n0870,27239644
medline17n0803,25110458
medline17n0803,25126447
medline17n0780,24363958
medline17n0780,24363959
medline17n0780,24371542
medline17n0780,24371543
medline17n0780,24371838
medline17n0780,24383041
medline17n0780,24383042
medline17n0780,24391686
medline17n0804,25143760
medline17n0804,25152752
medline17n0781,24404408
medline17n0781,24416632
medline17n0713,22180764
medline17n0713,22180851
medline17n0873,27358735
medline17n0873,27358736
medline17n0873,27358737
medline17n0873,27358738
medline17n0805,25177214
medline17n0782,24432191
medline17n0782,24436724
medline17n0782,24443653
medline17n0782,24443705
medline17n0782,24455447
medline17n0782,24455448
medline17n0782,24455449
medline17n0874,27379199
medline17n0876,27429707
medline17n0783,24465054
medline17n0783,24478822
medline17n0806,25221636
medline17n0806,25221730
medline17n0877,27468361
medline17n0877,27471427
medline17n0878,27516805
medline17n0747,23326297
medline17n0716,22267960
medline17n0748,23335864
medline17n0785,24547135
medline17n0718,22337756
medline17n0881,27617054
medline17n0881,27617163
medline17n0786,24575328
medline17n0786,24575329
medline17n0719,22375161
medline17n0719,22379490
medline17n0750,23403403
medline17n0787,24587966
medline17n0787,24611135
medline17n0884,27695639
medline17n0884,27695640
medline17n0720,22389540
medline17n0720,22389640
medline17n0885,27738549
medline17n0788,24634542
medline17n0788,24639624
medline17n0721,22442755
medline17n0721,22448162
medline17n0886,27746849
medline17n0886,27765999
medline17n0886,27774150
medline17n0886,27774151
medline17n0886,27774350
medline17n0752,23459154
medline17n0752,23459329
medline17n0789,24665370
medline17n0789,24672283
medline17n0789,24672621
medline17n0722,22457835
medline17n0722,22468165
medline17n0888,27818841
medline17n0753,23493796
medline17n0753,23495369
medline17n0753,23508195
medline17n0753,23515663
medline17n0753,23516666
medline17n0889,27840773
medline17n0754,23543857
medline17n0890,27891291
medline17n0755,23560244
medline17n0755,23565339
medline17n0892,27933162
medline17n0724,22514752
medline17n0826,25844269
medline17n0756,23596504
medline17n0654,20267512
medline17n0654,20267513
medline17n0654,20267514
medline17n0654,20267515
medline17n0654,20267516
medline17n0654,20267517
medline17n0654,20267518
medline17n0654,20267519
medline17n0654,20267520
medline17n0654,20267521
medline17n0654,20267522
medline17n0654,20267523
medline17n0654,20269805
medline17n0654,20269807
medline17n0654,20269806
medline17n0654,20269808
medline17n0654,20269809
medline17n0654,20269810
medline17n0654,20269811
medline17n0654,20269812
medline17n0654,20271464
medline17n0654,20271465
medline17n0654,20271466
medline17n0654,20272953
medline17n0654,20272954
medline17n0654,20272955
medline17n0654,20277850
medline17n0678,21037923
medline17n0725,22563305
medline17n0726,22582110
medline17n0726,22606069
medline17n0827,25893137
medline17n0757,23645943
medline17n0757,23645996
medline17n0828,25908995
medline17n0828,25908996
medline17n0828,25914854
medline17n0758,23667715
medline17n0712,22140635
medline17n0759,23687513
medline17n0759,23705033
medline17n0759,23710418
medline17n0759,23710419
medline17n0729,22707917
medline17n0830,25983525
medline17n0830,25984367
medline17n0830,25984392
medline17n0830,25984422
medline17n0830,25984574
medline17n0760,23724364
medline17n0760,23730535
medline17n0760,23730679
medline17n0746,23293748
medline17n0733,22866240
medline17n0831,26005494
medline17n0831,26005590
medline17n0734,22891160
medline17n0763,23828731
medline17n0735,22914603
medline17n0761,23781327
medline17n0790,24683298
medline17n0790,24683414
medline17n0790,24683552
medline17n0736,22957109
medline17n0762,23789117
medline17n0762,23805375
medline17n0832,26023355
medline17n0832,26023356
medline17n0832,26038711
medline17n0832,26052470
medline17n0807,25237407
medline17n0807,25250101
medline17n0808,25279024
medline17n0808,25285307
medline17n0808,25289115
medline17n0833,26078915
medline17n0809,25309045
medline17n0809,25309811
medline17n0834,26085957
medline17n0834,26097626
medline17n0834,26097776
medline17n0834,26097900
medline17n0834,26113977
medline17n0810,25328346
medline17n0810,25328583
medline17n0810,25328813
medline17n0810,25328815
medline17n0810,25328814
medline17n0810,25343006
medline17n0810,25346863
medline17n0810,25346864
medline17n0810,25356090
medline17n0835,26120373
medline17n0835,26120495
medline17n0858,26855618
medline17n0858,26855688
medline17n0875,27398083
medline17n0875,27398216
medline17n0811,25364618
medline17n0811,25383017
medline17n0811,25383064
medline17n0811,25383070
medline17n0811,25383077
medline17n0811,25383191
medline17n0811,25383261
medline17n0836,26166847
medline17n0836,26167135
medline17n0812,25400306
medline17n0812,25400527
medline17n0812,25414764
medline17n0812,25414796
medline17n0812,25419167
medline17n0812,25419190
medline17n0812,25419493
medline17n0813,25429350
medline17n0813,25429351
medline17n0813,25435829
medline17n0838,26225217
medline17n0838,26236557
medline17n0838,26236558
medline17n0814,25473140
medline17n0839,26251758
medline17n0839,26251759
medline17n0839,26251840
medline17n0839,26257588
medline17n0815,25484851
medline17n0815,25505913
medline17n0815,25505914
medline17n0815,25506369
medline17n0840,26279645
medline17n0840,26290770
medline17n0840,26301124
medline17n0816,25525610
medline17n0816,25530773
medline17n0816,25530822
medline17n0816,25541573
medline17n0842,26366322
medline17n0817,25558185
medline17n0843,26380575
medline17n0843,26388980
medline17n0818,25580249
medline17n0818,25580250
medline17n0818,25580365
medline17n0818,25580366
medline17n0818,25587244
medline17n0818,25598763
medline17n0844,26413257
medline17n0819,25642135
medline17n0845,26435546
medline17n0845,26457228
medline17n0845,26457229
medline17n0820,25648212
medline17n0820,25657827
medline17n0820,25664201
medline17n0846,26478759
medline17n0846,26478816
medline17n0846,26478824
medline17n0846,26491540
medline17n0846,26491607
medline17n0847,26504618
medline17n0847,26512231
medline17n0847,26523240
medline17n0822,25705563
medline17n0848,26525108
medline17n0848,26543296
medline17n0850,26587311
medline17n0850,26594075
medline17n0851,26618053
medline17n0851,26622208
medline17n0851,26640479
medline17n0851,26640739
medline17n0851,26640740
medline17n0851,26640741
medline17n0853,26688836
medline17n0853,26702331
